Year,Data_subsample,Time_resolution,Confidence_interval,Externality,Damages_model,Marginal_or_average,Value
2011 again,Valley,Time-invariant,Mean,Capacity,AP2,Marginal,16040438
2011 again,Valley,Time-invariant,Mean,Capacity,AP2,Average,16040438
2011 again,Valley,Time-invariant,Mean,Capacity,EASIUR,Marginal,16040438
2011 again,Valley,Time-invariant,Mean,Capacity,EASIUR,Average,16040438
2011 again,Valley,Time-invariant,P97.5,Climate,AP2,Marginal,17439600
2011 again,Valley,Time-invariant,P97.5,Climate,AP2,Average,24375912
2011 again,Valley,Time-invariant,P97.5,Climate,EASIUR,Marginal,17439600
2011 again,Valley,Time-invariant,P97.5,Climate,EASIUR,Average,24375912
2011 again,Valley,Time-invariant,P97.5,Health,AP2,Marginal,9463724
2011 again,Valley,Time-invariant,P97.5,Health,AP2,Average,12025226
2011 again,Valley,Time-invariant,P97.5,Health,EASIUR,Marginal,4953638
2011 again,Valley,Time-invariant,P97.5,Health,EASIUR,Average,7137775
2011 again,Valley,Time-invariant,P97.5,Capacity,AP2,Marginal,20655497
2011 again,Valley,Time-invariant,P97.5,Capacity,AP2,Average,20655497
2011 again,Valley,Time-invariant,P97.5,Capacity,EASIUR,Marginal,20655497
2011 again,Valley,Time-invariant,P97.5,Capacity,EASIUR,Average,20655497
